name,playerID,gameID,season,week,team,teamID,opponent,opponentID,fieldGoalsMade1_19-fieldGoalAttempts1_19,fieldGoalsMade20_29-fieldGoalAttempts20_29,fieldGoalsMade30_39-fieldGoalAttempts30_39,fieldGoalsMade40_49-fieldGoalAttempts40_49,fieldGoalsMade50-fieldGoalAttempts50,longFieldGoalMade,fieldGoalPct,fieldGoalsMade-fieldGoalAttempts,fieldGoalsMadeYardsAverage,extraPointsMade-extraPointAttempts,totalKickingPoints
Chase McLaughlin,3150744,401127906,2019,16,IND,11,CAR,29,0-0,0-0,1-1,0-0,0-0,35,100.0,1-1,35,5-5,8
Chase McLaughlin,3150744,401128089,2019,11,SF,25,ARI,22,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,3-3,6
Chase McLaughlin,3150744,401127992,2019,10,SF,25,SEA,26,0-0,0-0,1-1,2-3,0-0,47,75.0,3-4,43,1-1,10
Chase McLaughlin,3150744,401128004,2019,12,SF,25,GB,9,0-0,2-2,0-0,1-1,0-0,48,100.0,3-3,35,4-4,13
Chase McLaughlin,3150744,401127994,2019,14,IND,11,TB,27,1-1,0-0,0-0,0-1,1-1,50,66.7,2-3,34,3-3,9
Chase McLaughlin,3150744,401128039,2019,8,LAC,24,CHI,3,0-0,1-1,0-0,0-1,0-0,20,50.0,1-2,20,2-2,5
Chase McLaughlin,3150744,401128117,2019,15,IND,11,NO,18,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Chase McLaughlin,3150744,401128019,2019,5,LAC,24,DEN,7,0-0,0-0,1-1,1-2,0-0,45,66.7,2-3,38,1-1,7
Brandon McManus,16339,401437799,2022,7,DEN,7,NYJ,20,0-0,0-0,0-0,1-1,0-1,44,50.0,1-2,44,0-1,3
Brandon McManus,16339,401437899,2022,14,DEN,7,KC,12,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Brandon McManus,16339,401435641,2022,8,DEN,7,JAX,30,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Brandon McManus,16339,401437746,2022,3,DEN,7,SF,25,0-0,0-0,0-0,0-0,1-2,55,50.0,1-2,55,0-0,3
Brandon McManus,16339,401437762,2022,5,DEN,7,IND,11,0-0,0-0,1-2,2-2,0-0,45,75.0,3-4,41,0-0,9
Brandon McManus,16339,401437641,2022,2,DEN,7,HOU,34,0-0,2-2,0-0,0-0,1-1,50,100.0,3-3,31,1-1,10
Brandon McManus,16339,401437875,2022,13,DEN,7,BAL,33,0-0,0-0,0-0,1-1,2-3,52,75.0,3-4,48,0-0,9
Brandon McManus,16339,401437853,2022,11,DEN,7,LV,13,0-0,0-1,0-0,2-2,1-1,52,75.0,3-4,49,1-1,10
Brandon McManus,16339,401437655,2022,1,DEN,7,SEA,26,0-0,1-1,1-1,1-1,0-1,40,75.0,3-4,32,1-1,10
Brandon McManus,16339,401437839,2022,10,DEN,7,TEN,10,0-0,0-0,1-1,0-0,0-0,39,100.0,1-1,39,1-1,4
Brandon McManus,16339,401437760,2022,4,DEN,7,LV,13,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,2-3,5
Brandon McManus,16339,401437860,2022,12,DEN,7,CAR,29,0-0,1-1,0-0,0-0,0-1,27,50.0,1-2,27,1-1,4
Brandon McManus,16339,401437790,2022,6,DEN,7,LAC,24,0-0,1-1,0-0,1-1,1-1,51,100.0,3-3,42,1-1,10
Brandon McManus,16339,401326475,2021,10,DEN,7,PHI,21,0-0,2-3,0-0,0-0,0-0,28,67.0,2-3,24,1-1,7
Brandon McManus,16339,401326566,2021,16,DEN,7,LV,13,0-0,0-0,0-0,1-1,1-2,55,67.0,2-3,52,1-1,7
Brandon McManus,16339,401326423,2021,7,DEN,7,CLE,5,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Brandon McManus,16339,401326401,2021,5,DEN,7,PIT,23,0-0,1-1,1-1,0-0,0-0,39,100.0,2-2,34,1-1,7
Brandon McManus,16339,401326598,2021,18,DEN,7,KC,12,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,3-3,6
Brandon McManus,16339,401326532,2021,14,DEN,7,DET,8,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,5-5,8
Brandon McManus,16339,401326455,2021,9,DEN,7,DAL,6,0-0,1-1,0-0,1-1,1-2,53,75.0,3-4,41,1-2,10
Brandon McManus,16339,401326579,2021,17,DEN,7,LAC,24,0-0,1-1,0-0,0-0,1-1,61,100.0,2-2,42,1-1,7
Brandon McManus,16339,401326447,2021,8,DEN,7,WSH,28,0-0,0-0,0-0,1-1,0-1,45,50.0,1-2,45,2-2,5
Brandon McManus,16339,401326548,2021,15,DEN,7,CIN,4,0-0,0-0,0-0,0-0,1-2,54,50.0,1-2,54,1-1,4
Brandon McManus,16339,401326515,2021,13,DEN,7,KC,12,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,0-0,3
Brandon McManus,16339,401326504,2021,12,DEN,7,LAC,24,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Brandon McManus,16339,401326419,2021,6,DEN,7,LV,13,0-0,0-0,1-1,0-0,0-0,32,100.0,1-1,32,3-3,6
Brandon McManus,16339,401326391,2021,4,DEN,7,BAL,33,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Brandon McManus,16339,401326373,2021,3,DEN,7,NYJ,20,0-0,1-1,1-1,2-2,0-0,47,100.0,4-4,37,2-2,14
Brandon McManus,16339,401326320,2021,1,DEN,7,NYG,19,0-0,1-1,1-1,0-0,0-0,36,100.0,2-2,30,3-3,9
Brandon McManus,16339,401326132,2021,2,DEN,7,JAX,30,0-0,0-0,1-1,2-2,0-0,46,100.0,3-3,39,2-2,11
Brandon McManus,16339,401220234,2020,16,DEN,7,LAC,24,0-0,0-0,1-2,0-0,2-2,52,75.0,3-4,44,1-1,10
Brandon McManus,16339,401220311,2020,9,DEN,7,ATL,1,0-0,0-0,0-0,2-2,0-0,43,100.0,2-2,42,3-3,9
Brandon McManus,16339,401220212,2020,8,DEN,7,LAC,24,0-0,0-0,1-1,0-0,0-0,35,100.0,1-1,35,4-4,7
Brandon McManus,16339,401220215,2020,12,DEN,7,NO,18,0-0,0-0,0-0,0-0,1-1,58,100.0,1-1,58,0-0,3
Brandon McManus,16339,401220226,2020,10,DEN,7,LV,13,0-0,0-0,1-1,0-0,1-1,50,100.0,2-2,42,0-0,6
Brandon McManus,16339,401220214,2020,11,DEN,7,MIA,15,0-0,1-1,0-0,1-1,0-0,47,100.0,2-2,38,2-2,8
Brandon McManus,16339,401220217,2020,1,DEN,7,TEN,10,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Brandon McManus,16339,401220216,2020,3,DEN,7,TB,27,0-0,0-0,0-0,0-0,1-1,56,100.0,1-1,56,1-1,4
Brandon McManus,16339,401220218,2020,13,DEN,7,KC,12,0-0,0-0,0-0,0-0,1-2,53,50.0,1-2,53,1-1,4
Brandon McManus,16339,401220141,2020,4,DEN,7,NYJ,20,0-0,0-0,0-0,1-1,2-2,54,100.0,3-3,49,4-4,13
Brandon McManus,16339,401220211,2020,17,DEN,7,LV,13,0-0,2-2,1-1,0-0,0-2,37,50.0,3-6,28,2-2,11
Brandon McManus,16339,401220210,2020,7,DEN,7,KC,12,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,1-2,4
Brandon McManus,16339,401220133,2020,6,DEN,7,NE,17,0-0,2-2,0-0,2-2,2-2,54,100.0,6-6,40,0-0,18
Brandon McManus,16339,401220177,2020,2,DEN,7,PIT,23,0-0,1-1,0-0,1-1,0-1,49,66.7,2-3,38,1-1,7
Brandon McManus,16339,401220319,2020,14,DEN,7,CAR,29,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-4,2
Brandon McManus,16339,401128051,2019,8,DEN,7,IND,11,0-0,2-2,0-0,0-0,0-0,29,100.0,2-2,25,1-1,7
Brandon McManus,16339,401128097,2019,4,DEN,7,JAX,30,0-0,0-0,1-1,0-0,0-0,33,100.0,1-1,33,3-3,6
Brandon McManus,16339,401128120,2019,2,DEN,7,CHI,3,0-0,0-0,1-1,1-1,0-0,43,100.0,2-2,38,0-0,6
Brandon McManus,16339,401128088,2019,9,DEN,7,CLE,5,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,3-3,6
Brandon McManus,16339,401128056,2019,15,DEN,7,KC,12,0-0,0-0,1-1,0-0,0-0,32,100.0,1-1,32,0-0,3
Brandon McManus,16339,401128081,2019,11,DEN,7,MIN,16,0-0,1-1,0-0,2-3,0-0,47,75.0,3-4,39,2-2,11
Brandon McManus,16339,401127902,2019,7,DEN,7,KC,12,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,0-0,0
Brandon McManus,16339,401127925,2019,3,DEN,7,GB,9,0-0,0-0,1-1,0-0,0-0,30,100.0,1-1,30,1-2,4
Brandon McManus,16339,401128036,2019,17,DEN,7,OAK,13,0-0,0-0,0-0,2-2,1-2,51,75.0,3-4,48,1-1,10
Brandon McManus,16339,401127893,2019,16,DEN,7,DET,8,0-0,1-1,1-1,0-0,0-0,34,100.0,2-2,30,3-3,9
Brandon McManus,16339,401128025,2019,1,DEN,7,OAK,13,0-0,2-2,1-1,0-0,0-1,39,75.0,3-4,30,1-1,10
Brandon McManus,16339,401127872,2019,12,DEN,7,BUF,2,0-0,0-0,0-0,1-1,0-0,45,100.0,1-1,45,0-0,3
Brandon McManus,16339,401128104,2019,13,DEN,7,LAC,24,0-0,0-0,1-1,0-0,2-2,53,100.0,3-3,45,2-2,11
Brandon McManus,16339,401127920,2019,14,DEN,7,HOU,34,0-0,0-0,1-1,0-0,0-0,36,100.0,1-1,36,5-5,8
Brandon McManus,16339,401128129,2019,6,DEN,7,TEN,10,0-0,0-0,1-1,1-1,1-1,53,100.0,3-3,44,1-1,10
Brandon McManus,16339,401128019,2019,5,DEN,7,LAC,24,0-0,0-0,0-0,2-2,0-1,46,66.7,2-3,43,2-2,8
Brandon McManus,16339,401030721,2018,1,DEN,7,SEA,26,0-0,0-0,0-0,0-0,2-2,53,100.0,2-2,52,3-3,9
Brandon McManus,16339,401030876,2018,15,DEN,7,CLE,5,0-0,1-1,0-0,2-2,0-0,44,100.0,3-3,38,1-1,10
Brandon McManus,16339,401030788,2018,3,DEN,7,BAL,33,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Brandon McManus,16339,401030773,2018,6,DEN,7,LAR,14,0-0,2-2,0-0,0-0,0-0,28,100.0,2-2,26,2-2,8
Brandon McManus,16339,401030707,2018,8,DEN,7,KC,12,0-0,0-0,1-1,0-0,0-1,36,50.0,1-2,36,2-2,5
Brandon McManus,16339,401030829,2018,9,DEN,7,HOU,34,0-0,0-0,0-0,1-1,0-2,44,33.3,1-3,44,2-2,5
Brandon McManus,16339,401030969,2018,11,DEN,7,LAC,24,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,2-2,5
Brandon McManus,16339,401030926,2018,16,DEN,7,OAK,13,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,2-2,2
Brandon McManus,16339,401030827,2018,14,DEN,7,SF,25,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Brandon McManus,16339,401030824,2018,17,DEN,7,LAC,24,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,0-0,3
Brandon McManus,16339,401030934,2018,4,DEN,7,KC,12,0-0,0-0,1-1,2-2,0-0,46,100.0,3-3,41,2-2,11
Brandon McManus,16339,401030736,2018,2,DEN,7,OAK,13,0-0,0-0,2-2,0-0,0-0,39,100.0,2-2,38,2-2,8
Brandon McManus,16339,401030800,2018,7,DEN,7,ARI,22,0-0,0-0,0-0,1-1,0-0,41,100.0,1-1,41,6-6,9
Brandon McManus,16339,401030734,2018,5,DEN,7,NYJ,20,0-0,0-0,1-1,0-0,0-0,30,100.0,1-1,30,1-1,4
Brandon McManus,16339,401030955,2018,13,DEN,7,CIN,4,0-0,1-1,0-0,0-0,0-1,29,50.0,1-2,29,3-3,6
Brandon McManus,16339,401030911,2018,12,DEN,7,PIT,23,0-0,0-0,0-0,1-1,0-0,41,100.0,1-1,41,3-3,6
Brandon McManus,16339,400951760,2017,9,DEN,7,PHI,21,0-0,1-1,0-0,0-0,2-2,53,100.0,3-3,43,2-2,11
Brandon McManus,16339,400951782,2017,6,DEN,7,NYG,19,0-0,1-1,0-1,0-0,0-1,28,33.3,1-3,28,1-1,4
Brandon McManus,16339,400951673,2017,2,DEN,7,DAL,6,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,6-6,6
Brandon McManus,16339,400951665,2017,14,DEN,7,NYJ,20,0-0,0-1,1-1,1-1,1-1,53,75.0,3-4,41,2-2,11
Brandon McManus,16339,400951810,2017,11,DEN,7,CIN,4,0-0,0-0,0-0,1-1,0-1,45,50.0,1-2,45,2-2,5
Brandon McManus,16339,400951744,2017,4,DEN,7,OAK,13,0-0,1-2,1-1,1-1,0-0,46,75.0,3-4,37,1-1,10
Brandon McManus,16339,400951789,2017,17,DEN,7,KC,12,0-0,0-0,1-1,0-0,0-0,36,100.0,1-1,36,3-3,6
Brandon McManus,16339,400874504,2016,14,DEN,7,TEN,10,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,1-1,4
Brandon McManus,16339,400874669,2016,4,DEN,7,TB,27,0-0,1-1,1-1,0-0,0-0,38,100.0,2-2,31,3-3,9
Brandon McManus,16339,400874526,2016,2,DEN,7,IND,11,0-0,1-1,2-2,1-1,0-1,43,80.0,4-5,34,2-2,14
Brandon McManus,16339,400874607,2016,5,DEN,7,ATL,1,0-0,0-0,1-1,2-2,0-0,46,100.0,3-3,42,1-1,10
Brandon McManus,16339,400874509,2016,7,DEN,7,HOU,34,0-0,1-1,1-1,0-0,0-0,32,100.0,2-2,27,3-3,9
Brandon McManus,16339,400874719,2016,13,DEN,7,JAX,30,0-0,0-0,1-1,1-1,0-0,41,100.0,2-2,36,2-2,8
Brandon McManus,16339,400874694,2016,17,DEN,7,OAK,13,0-0,1-1,0-0,0-1,0-0,22,50.0,1-2,22,3-3,6
Brandon McManus,16339,400874585,2016,16,DEN,7,KC,12,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,1-1,4
Brandon McManus,16339,400874586,2016,10,DEN,7,NO,18,0-0,1-1,1-1,0-1,1-1,50,75.0,3-4,38,2-2,11
Brandon McManus,16339,400874676,2016,12,DEN,7,KC,12,0-0,0-0,1-1,1-1,0-1,44,66.7,2-3,38,3-3,9
Brandon McManus,16339,400874622,2016,8,DEN,7,SD,24,0-0,2-2,0-0,0-0,0-0,28,100.0,2-2,25,3-3,9
Brandon McManus,16339,400874711,2016,15,DEN,7,NE,17,0-0,0-0,1-1,0-0,0-0,33,100.0,1-1,33,0-0,3
Brandon McManus,16339,400874613,2016,3,DEN,7,CIN,4,0-0,1-1,0-0,0-0,0-0,20,100.0,1-1,20,2-3,5
Brandon McManus,16339,400874592,2016,9,DEN,7,OAK,13,0-0,0-0,0-0,1-1,1-1,55,100.0,2-2,50,2-2,8
Brandon McManus,16339,400874693,2016,6,DEN,7,SD,24,0-0,1-1,0-0,1-1,0-1,46,66.7,2-3,38,1-1,7
Brandon McManus,16339,400874484,2016,1,DEN,7,CAR,29,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Brandon McManus,16339,400791537,2015,12,DEN,7,NE,17,0-0,1-1,0-0,0-1,0-0,21,50.0,1-2,21,3-3,6
Brandon McManus,16339,400791733,2015,9,DEN,7,IND,11,0-0,1-1,0-0,0-0,0-0,29,100.0,1-1,29,3-3,6
Brandon McManus,16339,400820434,2015,2,DEN,7,PIT,23,0-0,1-1,0-0,3-3,1-1,51,100.0,5-5,41,0-0,15
Brandon McManus,16339,400791723,2015,15,DEN,7,PIT,23,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-4,3
Brandon McManus,16339,400791624,2015,2,DEN,7,KC,12,0-0,0-0,0-0,0-0,1-1,54,100.0,1-1,54,4-4,7
Brandon McManus,16339,400791687,2015,17,DEN,7,SD,24,0-0,0-0,1-1,1-1,0-0,48,100.0,2-2,42,3-3,9
Brandon McManus,16339,400820436,2015,3,DEN,7,NE,17,0-0,0-0,1-1,0-0,1-1,52,100.0,2-2,42,2-2,8
Brandon McManus,16339,400791578,2015,16,DEN,7,CIN,4,0-0,1-1,1-1,0-1,0-0,37,67.0,2-3,30,2-2,8
Brandon McManus,16339,400791633,2015,6,DEN,7,CLE,5,0-0,2-2,2-2,0-0,0-1,39,80.0,4-5,32,2-2,14
Brandon McManus,16339,400791652,2015,13,DEN,7,SD,24,0-0,1-1,0-0,0-0,0-1,23,50.0,1-2,23,2-2,5
Brandon McManus,16339,400820438,2015,5,DEN,7,CAR,29,0-0,0-0,3-3,0-0,0-0,34,100.0,3-3,32,1-1,10
Brandon McManus,16339,400791631,2015,3,DEN,7,DET,8,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,3-3,6
Brandon McManus,16339,400791587,2015,1,DEN,7,BAL,33,0-0,0-0,1-1,1-1,2-2,57,100.0,4-4,47,1-1,13
Brandon McManus,16339,400791595,2015,10,DEN,7,KC,12,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Brandon McManus,16339,400791673,2015,11,DEN,7,CHI,3,0-0,1-1,0-0,0-0,0-0,24,100.0,1-1,24,2-2,5
Brandon McManus,16339,400791684,2015,8,DEN,7,GB,9,0-0,1-1,0-0,0-0,1-1,50,100.0,2-2,37,3-3,9
Brandon McManus,16339,400791560,2015,5,DEN,7,OAK,13,0-0,2-2,0-0,0-0,1-1,52,100.0,3-3,32,1-1,10
Brandon McManus,16339,400791719,2015,4,DEN,7,MIN,16,0-0,0-0,2-2,1-1,0-0,47,100.0,3-3,40,2-2,11
Brandon McManus,16339,400791608,2015,14,DEN,7,OAK,13,0-0,2-2,1-1,1-2,0-0,41,80.0,4-5,31,0-0,12
Evan McPherson,4360234,401437865,2022,12,CIN,4,TEN,10,0-0,0-0,1-1,1-1,0-0,47,100.0,2-2,58,2-2,8
Evan McPherson,4360234,401437634,2022,1,CIN,4,PIT,23,0-0,1-2,0-0,0-0,1-1,59,67.0,2-3,42,0-1,6
Evan McPherson,4360234,401437822,2022,9,CIN,4,CAR,29,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,6-6,6
Evan McPherson,4360234,401437734,2022,2,CIN,4,DAL,6,0-0,0-0,0-0,2-2,1-1,50,100.0,3-3,46,0-0,9
Evan McPherson,4360234,401437856,2022,11,CIN,4,PIT,23,0-0,0-0,0-0,2-2,1-1,54,100.0,3-3,48,4-4,13
Evan McPherson,4360234,401437740,2022,3,CIN,4,NYJ,20,0-0,1-1,0-0,1-2,0-0,43,67.0,2-3,32,3-3,9
Evan McPherson,4360234,401437884,2022,13,CIN,4,KC,12,0-0,0-0,1-1,1-1,0-0,41,100.0,2-2,38,3-3,9
Evan McPherson,4360234,401437775,2022,5,CIN,4,BAL,33,0-0,0-0,0-0,1-1,0-0,40,100.0,1-1,40,2-2,5
Evan McPherson,4360234,401437818,2022,8,CIN,4,CLE,5,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,1-2,1
Evan McPherson,4360234,401437748,2022,4,CIN,4,MIA,15,1-1,0-0,0-0,0-0,1-1,57,100.0,2-2,38,3-3,9
Evan McPherson,4360234,401437890,2022,14,CIN,4,CLE,5,0-0,0-0,1-1,0-0,0-0,30,100.0,1-1,30,2-3,5
Evan McPherson,4360234,401437794,2022,7,CIN,4,ATL,1,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Evan McPherson,4360234,401437783,2022,6,CIN,4,NO,18,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,3-3,6
Evan McPherson,4360234,401326454,2021,9,CIN,4,CLE,5,0-0,1-1,0-0,0-0,0-0,27,100.0,1-1,27,1-1,4
Evan McPherson,4360234,401326497,2021,12,CIN,4,PIT,23,0-0,0-0,1-1,0-0,1-1,51,100.0,2-2,41,5-5,11
Evan McPherson,4360234,401326632,2021,2,CIN,4,TEN,10,0-0,0-0,1-1,1-1,2-2,54,100.0,4-4,47,1-1,13
Evan McPherson,4360234,401326489,2021,11,CIN,4,LV,13,0-0,0-0,0-0,1-1,3-3,54,100.0,4-4,51,2-3,14
Evan McPherson,4360234,401326379,2021,4,CIN,4,JAX,30,0-0,0-0,1-1,0-1,0-0,35,50.0,1-2,35,3-3,6
Evan McPherson,4360234,401326444,2021,8,CIN,4,NYJ,20,0-0,1-1,0-0,0-0,0-0,21,100.0,1-1,21,4-4,7
Evan McPherson,4360234,401326414,2021,6,CIN,4,DET,8,0-0,0-0,1-1,1-1,0-0,40,100.0,2-2,39,4-4,10
Evan McPherson,4360234,401326512,2021,13,CIN,4,LAC,24,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,1-2,4
Evan McPherson,4360234,401326424,2021,7,CIN,4,BAL,33,0-0,0-0,1-1,0-0,1-1,52,100.0,2-2,41,5-5,11
Evan McPherson,4360234,401326548,2021,15,CIN,4,DEN,7,0-0,1-1,0-0,0-0,2-2,58,100.0,3-3,46,0-0,9
Evan McPherson,4360234,401326635,2021,3,CIN,4,KC,12,0-0,0-0,3-3,0-0,1-1,52,100.0,4-4,36,1-1,13
Evan McPherson,4360234,401326558,2021,16,CIN,4,BAL,33,0-0,0-0,2-2,0-0,0-1,36,67.0,2-3,33,5-5,11
Evan McPherson,4360234,401326525,2021,14,CIN,4,SF,25,0-0,1-1,1-1,1-2,0-0,41,75.0,3-4,35,2-2,11
Evan McPherson,4360234,401326129,2021,2,CIN,4,CHI,3,0-0,0-0,0-0,0-0,1-1,53,100.0,1-1,53,2-2,5
Evan McPherson,4360234,401326316,2021,1,CIN,4,MIN,16,0-0,0-0,1-1,0-0,1-1,53,100.0,2-2,46,3-3,9
Evan McPherson,4360234,401326638,2021,5,CIN,4,LAR,14,0-0,1-1,1-1,0-0,0-0,38,100.0,2-2,34,2-2,8
Evan McPherson,4360234,401326627,2021,1,CIN,4,LV,13,0-0,1-1,2-2,1-1,0-0,43,100.0,4-4,33,2-2,14
Evan McPherson,4360234,401326371,2021,3,CIN,4,PIT,23,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,3-3,6
Evan McPherson,4360234,401326571,2021,17,CIN,4,KC,12,0-0,1-1,0-0,1-1,0-0,46,100.0,2-2,33,4-4,10
Evan McPherson,4360234,401326397,2021,5,CIN,4,GB,9,0-0,0-0,0-0,0-1,0-1,0,0.0,0-2,-,2-2,2
Jason Myers,2473037,401437898,2022,14,SEA,26,CAR,29,0-0,1-1,0-0,0-0,0-0,27,100.0,1-1,27,3-3,6
Jason Myers,2473037,401437745,2022,3,SEA,26,ATL,1,0-0,1-1,2-2,0-0,0-0,32,100.0,3-3,29,2-2,11
Jason Myers,2473037,401437801,2022,7,SEA,26,LAC,24,0-0,0-0,1-1,1-1,1-1,50,100.0,3-3,43,4-4,13
Jason Myers,2473037,401437768,2022,5,SEA,26,NO,18,0-0,0-0,1-1,0-0,1-1,56,100.0,2-2,44,2-3,8
Jason Myers,2473037,401437868,2022,12,SEA,26,LV,13,0-0,1-1,1-1,0-0,0-0,34,100.0,2-2,29,4-4,10
Jason Myers,2473037,401437752,2022,4,SEA,26,DET,8,0-0,1-1,0-1,0-0,1-1,56,67.0,2-3,40,6-6,12
Jason Myers,2473037,401437787,2022,6,SEA,26,ARI,22,0-0,1-1,3-3,0-0,0-0,39,100.0,4-4,33,1-1,13
Jason Myers,2473037,401437655,2022,1,SEA,26,DEN,7,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,2-2,5
Jason Myers,2473037,401435638,2022,10,SEA,26,TB,27,0-0,0-0,0-0,0-0,1-1,55,100.0,1-1,55,1-1,4
Jason Myers,2473037,401437605,2022,2,SEA,26,SF,25,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Jason Myers,2473037,401437816,2022,8,SEA,26,NYG,19,0-0,0-0,1-1,0-0,1-1,51,100.0,2-2,43,3-3,9
Jason Myers,2473037,401437828,2022,9,SEA,26,ARI,22,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,4-4,7
Jason Myers,2473037,401437882,2022,13,SEA,26,LAR,14,0-0,1-1,0-0,1-1,0-0,41,100.0,2-2,34,3-3,9
Jason Myers,2473037,401326597,2021,18,SEA,26,ARI,22,0-0,0-0,1-1,0-0,0-0,38,100.0,1-1,38,5-5,8
Jason Myers,2473037,401326564,2021,16,SEA,26,CHI,3,0-0,0-0,1-2,0-0,0-0,36,50.0,1-2,36,3-3,6
Jason Myers,2473037,401220367,2020,5,SEA,26,MIN,16,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Jason Myers,2473037,401220366,2020,14,SEA,26,NYJ,20,0-0,1-1,0-0,1-1,0-0,41,100.0,2-2,35,4-5,10
Jason Myers,2473037,401220346,2020,10,SEA,26,LAR,14,0-0,0-0,2-2,0-0,1-1,61,100.0,3-3,46,1-1,10
Jason Myers,2473037,401220313,2020,1,SEA,26,ATL,1,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,5-5,8
Jason Myers,2473037,401220338,2020,7,SEA,26,ARI,22,0-0,0-0,0-0,2-2,0-0,44,100.0,2-2,42,4-4,10
Jason Myers,2473037,401220128,2020,4,SEA,26,MIA,15,0-0,0-0,0-0,0-0,1-1,55,100.0,1-1,55,4-4,7
Jason Myers,2473037,401220270,2020,15,SEA,26,WSH,28,0-0,0-0,0-0,2-2,0-0,43,100.0,2-2,42,2-2,8
Jason Myers,2473037,401220372,2020,1,SEA,26,LAR,14,0-0,0-0,0-0,0-0,2-2,52,100.0,2-2,51,2-2,8
Jason Myers,2473037,401220262,2020,12,SEA,26,PHI,21,0-0,0-0,2-2,1-1,0-0,44,100.0,3-3,39,2-2,11
Jason Myers,2473037,401220361,2020,8,SEA,26,SF,25,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,4-5,7
Jason Myers,2473037,401220360,2020,11,SEA,26,ARI,22,0-0,1-1,0-0,1-1,0-0,41,100.0,2-2,34,2-3,8
Jason Myers,2473037,401220363,2020,3,SEA,26,DAL,6,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Jason Myers,2473037,401220362,2020,16,SEA,26,LAR,14,0-0,0-0,0-0,2-2,0-0,49,100.0,2-2,47,2-2,8
Jason Myers,2473037,401220120,2020,9,SEA,26,BUF,2,0-0,0-0,0-0,2-2,0-0,45,100.0,2-2,44,4-4,10
Jason Myers,2473037,401220354,2020,17,SEA,26,SF,25,0-0,0-0,2-2,0-0,0-0,36,100.0,2-2,33,2-3,8
Jason Myers,2473037,401220365,2020,2,SEA,26,NE,17,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Jason Myers,2473037,401220364,2020,13,SEA,26,NYG,19,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,1-1,4
Jason Myers,2473037,401128040,2019,17,SEA,26,SF,25,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Jason Myers,2473037,401128064,2019,4,SEA,26,ARI,22,0-0,1-1,1-1,0-0,0-0,33,100.0,2-2,28,3-3,9
Jason Myers,2473037,401128087,2019,9,SEA,26,TB,27,0-0,1-1,1-1,0-2,0-0,37,50.0,2-4,30,2-3,8
Jason Myers,2473037,401128110,2019,2,SEA,26,PIT,23,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,4-4,4
